cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
,122644798,7805087,38643067,93204118
,122648344,7805088,38643068,93204119
,122649006,7805089,38643069,93204120
,122649214,7805090,38643241,93204121
,122649215,7805110,38643242,93204148
,122649216,7805111,38643279,93204193
,122650089,7805232,38643346,93204267
,122650090,7805233,38643347,93204268
,122653542,7805239,38643348,93204340
,122657189,7805240,38643414,93204433
,122658183,7805256,38643415,93204483
,122658184,7805257,38643416,93204484
,122658663,7805355,38643438,93204485
,122660761,7805360,38643439,93204502
,122660762,7805435,38643542,93204521
,122661474,7805436,38643890,93204586
,122661475,7805445,38643891,93204587
,122661476,7805504,38643901,93204602
,122661477,7805505,38643902,93204706
,122669089,7805523,38643948,93204779
,122669090,7805524,38644167,93204913
,122669091,7805549,38644366,93204914
,122669092,7805550,38644367,93204915
,122669113,7805570,38644456,93204924
,122670433,7805571,38644626,93204925
,122670434,7805655,38644764,93204935
,122673314,7805656,38644772,93205017
,122673315,7805673,38644773,93205018
,122673316,7805723,38645260,93205019
,122673317,7805750,38645261,93205023
,122673318,7805751,38645262,93205024
,122673319,7805805,38645263,93205027
,122673320,7805806,38645264,93205028
,122673321,7805807,38645265,93205099
,122673322,7805808,38645266,93205144
,122673323,7805813,38645511,93205145
,122673324,7805830,38645512,93205151
,122673325,7805927,38645985,93205218
,122674770,7805933,38645998,93205296
,122676955,7805955,38646443,93205386
,122676956,7806112,38646819,93205387
,122678263,7806207,38646831,93205499
,122680156,7806288,38647632,93205523
,122680157,7806472,38647633,93205524
,122680158,7806476,38648890,93205841
,122688225,7806477,38649085,93205901
,122688226,7806478,38649232,93205902
,122689915,7806479,38649676,93205963
,122689916,7806568,38649949,93205964
,122695818,7806569,38649950,93205965
,122695819,7806807,38649994,93206002
,122695820,7806808,38650585,93206031
,122695821,7806959,38651143,93206032
,122697487,7806968,38651750,93206128
,122697488,7806975,38651915,93206256
,122697489,7807201,38652020,93206272
,122697490,7807282,38652021,93206419
,122698540,7807283,38652022,93206498
,122698791,7807381,38652023,93206507
,122698792,7807408,38652309,93206607
,122698793,7807417,38652949,93206666
,122700809,7807418,38653315,93206700
,122700810,7807419,38653316,93206763
,122700811,7807420,38653481,93206803
,122706083,7807421,38653482,93206804
,122709323,7807424,38653758,93206805
,122709324,7807425,38653759,93206830
,122709325,7807426,38653940,93206831
,122709326,7807427,38653941,93207010
,122709327,7807428,38653942,93207011
,122713604,7807429,38653943,93207142
,122714333,7807538,38654069,93207198
,122714334,7807687,38655021,93207201
,122715078,7807700,38655022,93207202
,122715079,7807701,38655023,93207314
,122715080,7807702,38655048,93207376
,122715081,7807846,38655104,93207377
,122717316,7807847,38655105,93207472
,122719795,7808013,38655106,93207475
,122719796,7808250,38655107,93207482
,122719798,7808357,38655192,93207483
,122719799,7808358,38655373,93207484
,122719807,7808382,38655374,93207509
,122719808,7808383,38655375,93207524
,122719809,7808387,38655722,93207525
,122719810,7808388,38655723,93207568
,122725771,7808389,38655873,93207569
,122725772,7808636,38656302,93207663
,122725773,7808704,38656414,93207664
,122728883,7808705,38656415,93207747
,122728884,7808706,38656416,93207831
,122728885,7808707,38656417,93207907
,122728886,7808708,38656418,93207913
,122728887,7808749,38656823,93207914
,122730535,7808750,38656824,93207964
,122730536,7808771,38656906,93208080
,122730537,7808820,38656907,93208081
,122730538,7808949,38656908,93208120
,122730539,7809300,38656909,93208121
,122730540,7809325,38656910,93208122
,122730541,7809350,38656911,93208165
,122730542,7809351,38657303,93208166
,122730543,7809352,38657304,93208240
,122730544,7809376,38657305,93208291
,122731875,7809377,38657535,93208292
,122731909,7809389,38657536,93208390
,122731910,7809539,38658473,93208391
,122731911,7809799,38658474,93208392
,122731912,7809879,38658686,93208393
,122732058,7809944,38658907,93208628
,122732059,7809945,38658908,93208648
,122732060,7809946,38658909,93208799
,122732061,7809977,38659535,93208861
,122732062,7809978,38659536,93208912
,122732063,7809979,38659772,93209021
,122732064,7809980,38659773,93209022
,122733597,7809981,38659774,93209096
,122735527,7809982,38659775,93209405
,122735528,7810072,38659776,93209474
,122735828,7810080,38659777,93209714
,122735829,7810090,38659778,93209724
,122735830,7810091,38659800,93209725
,122735831,7810155,38659932,93209758
,122735832,7810156,38660370,93209916
,122735833,7810220,38660593,93209917
,122735834,7810242,38661183,93209918
,122735835,7810243,38661184,93210200
,122742048,7810257,38661185,93210236
,122742049,7810518,38661186,93210255
,122742050,7810533,38661471,93210256
,122742051,7810535,38661815,93210257
,122743909,7810602,38661980,93210258
,122743910,7810651,38662109,93210259
,122743911,7810685,38662110,93210312
,122744667,7810758,38662111,93210346
,122748797,7810761,38662112,93210347
,122749264,7810928,38662376,93210348
,122749265,7810968,38662868,93210411
,122749266,7811129,38662869,93210412
,122749267,7811130,38662929,93210660
,122749326,7811161,38662930,93210766
,122749327,7811244,38663081,93210767
,122749405,7811245,38663456,93211546
,122749406,7811461,38663712,93211547
,122750474,7811490,38663765,93211570
,122750475,7811495,38663766,93211571
,122754892,7811525,38663767,93211657
,122756138,7811526,38663768,93211744
,122756139,7811527,38663890,93211745
,122756140,7811542,38663947,93211954
,122756141,7811543,38663948,93211955
,122756142,7811560,38664321,93211956
,122756143,7811561,38664322,93212071
,122756144,7811562,38664323,93212072
,122756145,7811568,38664892,93212073
,122756146,7811569,38665406,93212074
,122760244,7811570,38665407,93212459
,122760286,7811571,38665408,93212611
,122761651,7811572,38665409,93212630
,122762270,7811573,38665410,93212631
,122762271,7811652,38665411,93212632
,122762290,7811653,38665412,93212826
,122762291,7811654,38665768,93212827
,122762292,7811655,38665784,93212970
,122762293,7811656,38666016,93213008
,122764216,7812010,38666017,93213009
,122764217,7812011,38666887,93213071
,122764218,7812012,38667128,93213072
,122765793,7812013,38667966,93213073
,122767752,7812044,38667967,93213074
,122767753,7812045,38668120,93213220
,122768098,7812046,38669056,93213292
,122768134,7812047,38669057,93213293
,122768135,7812055,38669058,93213585
,122768830,7812076,38669703,93213600
,122768831,7812077,38669767,93213771
,122769681,7812125,38669768,93213772
,122769682,7812154,38669769,93214125
,122769976,7812155,38670001,93214333
,122769977,7812156,38670002,93214334
,122769978,7812157,38670085,93214522
,122773154,7812339,38670176,93214523
,122773155,7812340,38670307,93214582
,122773156,7812342,38670724,93214763
,122773157,7812343,38670725,93215920
,122773158,7812361,38670726,93216133
,122774270,7812393,38670727,93216329
,122777599,7812593,38670919,93216330
,122777600,7813005,38671751,93216331
,122778084,7813006,38671752,93216332
,122779219,7813049,38671753,93216371
,122779220,7813122,38671900,93216381
,122779221,7813247,38672298,93216382
,122782074,7813585,38672299,93216395
,122782075,7813650,38672307,93216676
,122783274,7813701,38672608,93216677
,122783275,7813869,38672609,93216678
,122783276,7813870,38672697,93217031
,122783277,7813881,38672725,93217039
,122783278,7813882,38672726,93217040
,122783279,7813917,38672735,93217068
,122787094,7813918,38672736,93217529
,122787095,7813927,38672737,93217530
,122787096,7813961,38672738,93217531
,122787262,7814055,38672931,93217532
,122787263,7814133,38672932,93217868
,122787264,7814237,38672952,93218008
,122787649,7814331,38673035,93218016
,122787650,7814332,38673036,93218017
,122787651,7814357,38673037,93218218
,122789139,7814449,38673389,93218219
,122792863,7814450,38673396,93218356
,122792864,7814451,38673589,93218683
,122795376,7814646,38673590,93218684
,122795377,7814658,38673591,93218823
,122798849,7814667,38673789,93218845
,122798850,7814668,38674086,93218848
,122799168,7814669,38674087,93218849
,122799169,7814788,38674180,93218850
,122799458,7814789,38674242,93218851
,122800820,7814790,38674559,93218852
,122803317,7814791,38674948,93218920
,122803318,7814797,38674949,93219103
,122803319,7814839,38675251,93219157
,122804826,7814845,38675261,93219373
,122804827,7814846,38675262,93219374
,122806019,7814875,38675293,93219375
,122809431,7814940,38675294,93219423
,122812611,7815018,38675295,93219786
,122813997,7815063,38675483,93219817
,122813998,7815165,38675484,93220427
,122815517,7815261,38675618,93220701
,122815518,7815262,38675938,93220887
,122815519,7815390,38675939,93220914
,122817989,7815412,38676386,93221190
,122818255,7815441,38676387,93221214
,122818256,7815482,38676388,93221215
,122818257,7815551,38676389,93221242
,122818258,7815701,38676390,93222163
,122818259,7815728,38676391,93222267
,122818260,7815755,38676654,93222268
,122818261,7815836,38676655,93222269
,122818664,7815858,38676656,93222457
,122822197,7815859,38676657,93222458
,122822198,7815883,38676837,93222545
,122828429,7815951,38676838,93222546
,122828430,7816093,38676839,93222631
,122828431,7816163,38676840,93222632
,122828432,7816164,38676900,93222945
,122828433,7816165,38676901,93222953
,122828434,7816216,38676902,93222954
,122829799,7816217,38676903,93223378
,122829800,7816218,38676931,93223788
,122832419,7816219,38676932,93223811
,122832459,7816220,38677613,93223860
,122833884,7816221,38677752,93223861
,122833885,7816226,38678405,93223980
,122834590,7816227,38678569,93223981
,122834591,7816228,38678570,93223982
,122834592,7816229,38678571,93223983
,122834593,7816264,38678806,93224012
,122834594,7816300,38678975,93224013
,123391173,7816301,38679245,93224150
,123392664,7816537,38679954,93224210
,123393870,7816538,38679992,93224211
,123393871,7816539,38680140,93224266
,123393872,7816577,38680871,93224316
,123399596,7816578,38680872,93224317
,123400176,7816698,38680873,93224339
,123400420,7816699,38680874,93224396
,123400421,7816700,38680883,93224439
,123401415,7816710,38680884,93224447
,123401416,7816711,38680885,93224479
,123402113,7816800,38680964,93224536
,123402114,7816852,38681232,93224592
,123402278,7816853,38681696,93224629
,123402279,7816854,38681932,93224630
,123402280,7816951,38681933,93224706
,123402281,7817007,38681934,93224810
,123402301,7817115,38681935,93224832
,123402302,7817190,38682559,93224883
,123403649,7817191,38682815,93224952
,123403650,7817192,38682852,93224989
,123403651,7817193,38683279,93224990
,123403652,7817233,38683430,93225005
,123405668,7817418,38683431,93225006
,123405669,7817652,38683432,93225007
,123407049,7817746,38683873,93225124
,123407429,7817777,38684175,93225125
,123407430,7817778,38684176,93225436
,123407431,7817779,38684285,93225609
,123407432,7817814,38684407,93225610
,123408717,7817858,38684408,93225644
,123408718,7817859,38684622,93225765
,123408719,7817897,38684623,93225766
,123408720,7817952,38684755,93225784
,123409097,7818166,38685148,93225895
,123409725,7818167,38685772,93226147
,123409726,7818168,38685773,93226148
,123410702,7818169,38686056,93226197
,123410703,7818170,38686175,93226198
,123410704,7818171,38686247,93226199
,123412335,7818172,38686472,93226456
,123412336,7818310,38686553,93226457
,123412876,7818311,38686901,93226458
,123414875,7818312,38686902,93226578
,123414876,7818434,38687573,93226579
,123414877,7818441,38687574,93226684
,123414878,7818506,38687575,93227091
,123414879,7818536,38687576,93227130
,123414880,7818586,38687577,93227131
,123414881,7818587,38687977,93227348
,123417028,7818588,38687978,93227349
,123417083,7818596,38687979,93227478
,123417084,7818597,38688078,93227602
,123417085,7818598,38688327,93228259
,123417086,7818652,38688328,93228260
,123417087,7818653,38688388,93228304
,123417088,7818654,38688422,93228452
,123417089,7818742,38689269,93228453
,123417090,7818946,38689271,93228703
,123417091,7819102,38689347,93228911
,123418012,7819103,38689577,93229036
,123418057,7819125,38689578,93229037
,123418590,7819126,38689579,93229038
,123418591,7819144,38689580,93229095
,123418592,7819145,38689772,93229456
,123418593,7819146,38689994,93229457
,123418594,7819147,38689995,93229522
,123418595,7819148,38689996,93229529
,123420816,7819343,38690030,93229530
,123421601,7819344,38690091,93229744
,123425815,7819345,38690888,93229745
,123426138,7819378,38691012,93229763
,123426192,7819379,38691204,93229802
,123426193,7819392,38691205,93229896
,123430389,7819589,38691646,93229897
,123430390,7819646,38692660,93229898
,123430391,7819671,38692661,93229933
,123430392,7819737,38692662,93229934
,123430737,7819927,38692826,93229935
,123430738,7819950,38692827,93230002
,123430739,7819952,38693072,93230020
,123430740,7819953,38693073,93230021
,123430741,7819954,38693164,93230051
,123430742,7819955,38693768,93230052
,123430878,7819956,38694028,93230053
,123430879,7820067,38694029,93230056
,123431163,7820199,38694030,93230195
,123431164,7820200,38694031,93230230
,123431165,7820201,38694533,93230326
,123431166,7820361,38694534,93230338
,123431167,7820362,38694535,93230344
,123431168,7820400,38694584,93230365
,123431169,7820401,38694585,93230366
,123431170,7820427,38694586,93230370
,123431171,7820428,38694587,93230379
,123431172,7820429,38694588,93230380
,123431173,7820430,38694658,93230392
,123431174,7820431,38694659,93230441
,123431175,7820432,38694771,93230442
,123431176,7820433,38694772,93230443
,123431177,7820487,38695155,93230444
,123431178,7820574,38695156,93230463
,123431179,7820575,38695157,93230464
,123431180,7820596,38695158,93230615
,123431181,7820600,38695159,93230695
,123431182,7820601,38695160,93230754
,123431204,7820634,38695161,93230776
,123431927,7820635,38695162,93230777
,123431928,7820636,38695163,93231105
,123433024,7820637,38695317,93231106
,123433025,7820638,38695526,93231244
,123433026,7820671,38695527,93231290
,123433027,7820672,38695590,93231291
,123433837,7820747,38695964,93231402
,123434186,7821063,38695965,93231582
,123434187,7821064,38695966,93231588
,123434188,7821065,38695967,93231589
,123436394,7821118,38695968,93231603
,123436395,7821119,38696179,93231724
,123436396,7821120,38696180,93231758
,123438788,7821182,38696181,93231935
,123440912,7821183,38696182,93231936
,123442667,7821208,38696431,93231937
,123442668,7821217,38697100,93232037
,123442696,7821291,38697101,93232038
,123443099,7821465,38697242,93232039
,123444648,7821466,38697243,93232045
,123444861,7821467,38697630,93232107
,123444862,7821498,38697631,93232108
,123445015,7821499,38697632,93232115
,123445016,7821500,38697633,93232116
,123445017,7821501,38697722,93232117
,123445018,7821502,38698180,93232118
,123445229,7821503,38698181,93232119
,123445230,7821630,38698245,93232120
,123450369,7821631,38698246,93232216
,123450370,7821780,38698247,93232219
,123450371,7821781,38698248,93232272
,123450372,7821782,38698249,93232273
,123451242,7821832,38698365,93232284
,123451243,7821929,38698485,93232285
,123453589,7821930,38698486,93232749
,123453590,7821931,38698487,93232750
,123453591,7821998,38698488,93232751
,123458087,7822063,38698625,93232752
,123458088,7822103,38698626,93232785
,123458089,7822183,38698627,93232786
,123458090,7822408,38698628,93232787
,123458091,7822549,38698629,93232788
,123458092,7822550,38698700,93233221
,123458093,7822562,38698756,93233248
,123458094,7822579,38698757,93233661
,123458221,7822580,38698809,93233662
,123458222,7822597,38699127,93233664
,123458223,7822642,38699184,93233766
,123458224,7822680,38699185,93233788
,123458578,7822801,38699263,93233809
,123458579,7822911,38699333,93233953
,123458580,7822935,38699334,93233992
,123458581,7822936,38699568,93233994
,123458582,7822937,38699569,93234097
,123459036,7822971,38699581,93234246
,123464589,7822995,38699838,93234266
,123469126,7822996,38699904,93234267
,123469127,7823068,38700342,93234268
,123469128,7823162,38700343,93234931
,123469129,7823199,38700358,93235020
,123469445,7823253,38700359,93235021
,123470432,7823254,38700621,93235022
,123474948,7823255,38700622,93235412
,123475207,7823256,38700623,93235523
,123475208,7823257,38701571,93235524
,123475455,7823258,38701729,93235525
,123475456,7823276,38701730,93235774
,123484624,7823277,38702260,93236037
,123484625,7823278,38702261,93236038
,123485326,7823452,38702621,93236046
,123485327,7823501,38702622,93236047
,123485715,7823502,38702623,93236048
,123485716,7823512,38702860,93236302
,123485717,7823678,38702861,93236303
,123485739,7823831,38702868,93236894
,123487701,7823836,38702869,93236944
,123487702,7823959,38702876,93236945
,123487703,7824131,38703106,93236946
,123491303,7824163,38703255,93237165
,123491304,7824164,38703256,93237166
,123491505,7824244,38703303,93237167
,123491506,7824498,38703304,93237242
,123491507,7824656,38703338,93237267
,123491508,7824670,38703512,93237310
,123492330,7824671,38703813,93237326
,123492331,7824741,38703814,93237327
,123492332,7824742,38704368,93237328
,123492333,7824743,38704369,93237409
,123492334,7824744,38704370,93237503
,123493870,7824748,38704371,93237566
,123493871,7824749,38704372,93237567
,123496032,7824750,38704373,93237568
,123496352,7824789,38704519,93237700
,123497459,7824790,38704520,93237778
,123497460,7824805,38704521,93237970
,123507404,7824806,38704642,93238166
,123507405,7824817,38704643,93238249
,123507406,7824841,38704808,93238271
,123508994,7824842,38705135,93238303
,123509957,7824923,38705138,93238309
,123511591,7824926,38705139,93238310
,123518421,7824927,38705140,93238352
,123518422,7824928,38705141,93238361
,123529912,7824929,38705174,93238535
,123529913,7824972,38705175,93238536
,123529914,7825144,38705554,93238572
,123529915,7825300,38705555,93238600
,123530002,7825301,38705556,93238601
,123532406,7825399,38705557,93238665
,123533834,7825500,38705622,93238666
,123533835,7825501,38705879,93238667
,123538699,7825502,38705880,93238668
,123538700,7825503,38706414,93238669
,123544076,7825504,38706553,93238670
,123544428,7825505,38706554,93238704
,123545866,7825832,38706604,93238705
,123548769,7825833,38706605,93238827
,123548770,7825867,38706613,93238828
,123553335,7825871,38706614,93238986
,123553336,7825890,38706615,93239233
,123553610,7825904,38706616,93239260
,123553611,7825909,38706713,93239425
,123553612,7826166,38706714,93239426
,123553706,7826210,38706784,93239427
,123553707,7826259,38707017,93239428
,123553708,7826260,38707018,93239497
,123555505,7826261,38707019,93239498
,123555506,7826450,38707020,93239525
,123555507,7826452,38707347,93240017
,123557591,7826599,38707348,93240050
,123557592,7826613,38707349,93240369
,123557593,7826614,38707350,93240913
,123557625,7826715,38707351,93241001
,123557626,7826769,38707352,93241220
,123557627,7826770,38707473,93241221
,123557770,7826771,38707663,93241382
,123558235,7826846,38707752,93241470
,123558236,7827186,38708130,93241471
,123558237,7827257,38708131,93241488
,123563615,7827444,38708278,93241810
,123563616,7827445,38708435,93241811
,123563617,7827468,38708570,93242365
,123563618,7827469,38708571,93242552
,123565167,7827491,38708572,93242876
,123565168,7827607,38708573,93242877
,123565169,7827613,38708574,93242904
,123565170,7827796,38708575,93242926
,123565171,7827869,38708842,93242927
,123565172,7828024,38709009,93242962
,123565173,7828076,38709279,93242963
,123567038,7828276,38709280,93242964
,123567039,7828399,38709304,93242992
,123567040,7828421,38709432,93243144
,123574368,7828435,38709433,93243145
,123574369,7828436,38709434,93243524
,123574370,7828437,38709790,93243642
,123574371,7828438,38710240,93243643
,123578001,7828439,38710241,93243644
,123578002,7828636,38710379,93243692
,123578628,7828637,38710443,93243765
,123581104,7828638,38710782,93243774
,123581105,7828663,38710783,93243896
,123581106,7828772,38711747,93243897
,123581107,7828773,38711748,93243914
,123581108,7828774,38711749,93244077
,123581109,7828775,38711750,93244128
,123582620,7828801,38711751,93244131
,123582621,7829007,38712243,93244132
,123582707,7829210,38712368,93244133
,123583529,7829246,38712369,93244160
,123583530,7829247,38712370,93244370
,123583531,7829351,38712371,93244371
,123583532,7829379,38712432,93244372
,123583533,7829567,38713031,93244373
,123584682,7829568,38713032,93244385
,123584683,7829569,38714497,93244491
,123584684,7829586,38715143,93244493
,123584685,7829830,38715144,93244557
,123584686,7829831,38715285,93244741
,123584687,7829870,38715286,93244760
,123589493,7829935,38715287,93244761
,123589494,7830048,38715288,93244817
,123589495,7830049,38715289,93244918
,123589496,7830050,38715344,93244919
,123589855,7830064,38715361,93244968
,123589870,7830155,38716109,93245011
,123591512,7830156,38716225,93245059
,123594054,7830223,38716226,93245060
,123597971,7830443,38716227,93245086
,123597972,7830444,38717233,93245107
,123597973,7830470,38717234,93245192
,123599694,7830502,38717716,93245230
,123599695,7830503,38717730,93245231
,123599696,7830871,38718022,93245333
,123599697,7830978,38718023,93245334
,123599698,7831160,38718024,93245335
,123600620,7831161,38718255,93245355
,123602049,7831162,38718439,93245364
,123602050,7831163,38718440,93245365
,123602051,7831481,38718840,93245366
,123602052,7831482,38718841,93245367
,123604912,7831488,38718842,93245393
,123604913,7831610,38719432,93245394
,123604914,7831625,38719578,93245398
,123604915,7831626,38719579,93245527
,123604916,7831641,38719630,93245570
,123604917,7831642,38720208,93245571
,123604918,7831643,38720209,93245667
,123604919,7831644,38720303,93245668
,123604920,7831723,38720378,93245694
,123604921,7831724,38720379,93245695
,123604922,7831776,38720380,93245696
,123605837,7831777,38720381,93245697
,123620693,7831810,38720382,93245794
,123620694,7831937,38720931,93245840
,123620695,7832129,38721259,93245864
,123620871,7832137,38721260,93245865
,123620872,7832181,38721261,93245910
,123620873,7832307,38722075,93246002
,123620874,7832308,38722076,93246035
,123624176,7832309,38722077,93246042
,123624954,7832351,38722171,93246133
,123628281,7832402,38722172,93246138
,123628282,7832595,38722435,93246153
,123628283,7832758,38722436,93246157
,123641832,7832759,38722494,93246242
,123641833,7832896,38722876,93246243
,123641834,7832897,38722877,93246274
,123644524,7832898,38722878,93246378
,123644525,7832929,38722879,93246413
,123644526,7833070,38722887,93246414
,123645657,7833083,38722888,93246427
,123645658,7833106,38722889,93246579
,123645659,7833175,38723126,93246580
,123646076,7833218,38723837,93246724
,123646077,7833257,38724205,93246760
,123646078,7833258,38724224,93246796
,123646926,7833259,38724225,93246876
,123646927,7833260,38724226,93246877
,123646928,7833421,38724227,93246878
,123646929,7833422,38724349,93246879
,123646930,7833551,38724350,93246921
,123646963,7833642,38725052,93246957
,123648191,7833643,38725716,93247013
,123648192,7833644,38725717,93247014
,123649075,7833740,38725718,93247015
,123649076,7833741,38726176,93247016
,123649077,7833742,38726532,93247078
,123649078,7833743,38726706,93247079
,123649810,7833744,38726791,93247179
,123654193,7833843,38726792,93247320
,123658764,7833844,38726793,93247780
,123658831,7833865,38726794,93247798
,123658832,7833959,38726795,93247915
,123658833,7833988,38726943,93247945
,123659023,7834050,38727032,93247946
,123659024,7834051,38727063,93247947
,123660222,7834052,38727156,93248577
,123660223,7834058,38727240,93248578
,123660855,7834059,38727241,93248579
,123660856,7834112,38727326,93248580
,123660857,7834113,38727408,93248637
,123661029,7834114,38727451,93248719
,123661030,7834115,38727452,93248720
,123661031,7834119,38727453,93248721
,123661032,7834120,38727454,93248883
,123661528,7834121,38727455,93248888
,123661529,7834132,38727456,93248963
,123661530,7834133,38727457,93249535
,123661531,7834134,38727458,93249741
,123661977,7834178,38727459,93249742
,123661978,7834179,38727460,93249771
,123661979,7834180,38727461,93249927
,123662884,7834269,38727462,93249928
,123663863,7834270,38727463,93250125
,123663864,7834271,38727464,93250126
,123664906,7834298,38727465,93250127
,123667117,7834299,38728808,93250128
,123667118,7834300,38729454,93250266
,123667119,7834301,38729613,93250284
,123670312,7834302,38729614,93250863
,123671795,7834576,38729615,93250864
,123671796,7834630,38729942,93250865
,123671797,7834631,38729943,93251060
,123671798,7834642,38730140,93251061
,123671799,7834643,38730141,93251488
,123673617,7834644,38730142,93251489
,123674990,7834715,38730158,93251667
,123674991,7834788,38730391,93251668
,123678255,7834789,38730392,93251669
,123680865,7834790,38730393,93251726
,123683042,7834997,38730685,93251832
,123683043,7835009,38730686,93251833
,123683044,7835019,38730732,93251834
,123683045,7835020,38730880,93251835
,123693282,7835021,38730881,93251836
,123694680,7835031,38731096,93251837
,123696087,7835075,38731097,93252320
,123696088,7835092,38731098,93252395
,123696089,7835093,38731099,93252582
,123696090,7835159,38731100,93253086
,123696091,7835165,38731809,93253132
,123696092,7835250,38731810,93253163
,123699154,7835307,38731893,93253183
,123699772,7835308,38732285,93253184
,123699773,7835346,38732286,93253200
,123700762,7835362,38732287,93253201
,123700763,7835377,38732666,93253288
,123700764,7835378,38732667,93253289
,123700765,7835482,38732668,93253290
,123710909,7835483,38732669,93253291
,123710910,7835484,38732670,93253446
,123710911,7835485,38732671,93253447
,123716804,7835486,38732672,93253448
,123717637,7835681,38732791,93253449
,123717638,7835682,38732792,93253489
,123717639,7835684,38732793,93253490
,123717640,7835697,38732794,93253491
,123717641,7835698,38732822,93253732
,123717759,7835699,38733109,93253733
,123720824,7835843,38733110,93253734
,123720825,7835845,38733126,93253835
,123721346,7835926,38733406,93253836
,123725172,7835961,38733407,93253981
,123725173,7836056,38733645,93253982
,123725174,7836057,38733646,93253997
,123725175,7836181,38734320,93254096
,123726529,7836182,38734411,93254282
,123727211,7836183,38734412,93254317
,123727212,7836229,38734445,93254367
,123727757,7836230,38734446,93254504
,123727758,7836231,38734447,93254637
,123727759,7836232,38734738,93254638
,123729650,7836284,38735065,93254639
,123731671,7836548,38735204,93254640
,123731672,7836549,38735205,93254641
,123731673,7836587,38735206,93254642
,123731674,7836588,38735599,93254643
,123733589,7836589,38735697,93254644
,123733590,7836644,38735868,93254732
,123733591,7836709,38735869,93254733
,123733592,7836782,38735870,93254815
,123733593,7836783,38735871,93255517
,123733594,7836795,38735872,93255518
,123733595,7836796,38735873,93255553
,123734286,7836797,38735874,93255596
,123734287,7836798,38735894,93255597
,123734841,7836799,38735895,93255598
,123734842,7836800,38735896,93256192
,123734843,7836801,38735924,93256271
,123734844,7836802,38736132,93256272
,123740186,7836803,38736197,93256382
,123740187,7836833,38736501,93256383
,123741201,7836834,38736502,93256400
,123741202,7836835,38736533,93256402
,123741352,7837101,38736678,93256406
,123744152,7837102,38736706,93256459
,123744153,7837103,38736707,93256460
,123744154,7837104,38736708,93256535
,123744155,7837111,38736833,93256544
,123745420,7837114,38736834,93256545
,123747274,7837170,38736835,93256546
,123747275,7837230,38736853,93256564
,123747742,7837247,38736854,93256565
,123747743,7837293,38736855,93256566
,123750942,7837294,38736856,93256567
,123750943,7837295,38736857,93256659
,123751111,7837318,38736982,93257040
,123753793,7837319,38736998,93257041
,123753794,7837320,38737037,93257051
,123753795,7837360,38737038,93257108
,123753796,7837548,38737039,93258183
,123753797,7837601,38737078,93258254
,123753798,7837713,38737637,93258517
,123755216,7837714,38738206,93258523
,123755217,7837715,38738207,93258641
,123755218,7837716,38738232,93258673
,123755219,7837734,38738398,93258687
,123755657,7837735,38738727,93259384
,123755685,7837736,38738819,93259385
,123755686,7837761,38738883,93259591
,123757497,7837804,38738884,93259603
,123757498,7837827,38738885,93259785
,123763156,7837894,38738886,93259786
,123763157,7837995,38738887,93259787
,123763158,7838008,38738888,93259788
,123763554,7838114,38738889,93259789
,123763555,7838150,38738890,93259790
,123766786,7838262,38738891,93259791
,123766787,7838263,38738892,93260018
,123766788,7838264,38738893,93260301
,123766789,7838265,38738894,93260318
,123766790,7838276,38738895,93260319
,123766791,7838405,38738896,93260320
,123766792,7838574,38738897,93260554
,123768589,7838575,38738898,93260555
,123768590,7838800,38739158,93260699
,123768591,7838865,38739474,93260746
,123768592,7838866,38739475,93260859
,123771856,7838888,38739476,93261282
,123771857,7838960,38739477,93261283
,123771858,7838994,38739478,93261284
,123772377,7839111,38739499,93261285
,123773891,7839135,38739500,93261580
,123774284,7839174,38739501,93261747
,123777676,7839254,38739502,93261780
,123777677,7839255,38739503,93261885
,123779477,7839278,38739569,93262027
,123779478,7839534,38739614,93262028
,123779479,7839545,38739615,93262050
,123780730,7839546,38739655,93262051
,123783832,7839547,38739677,93262052
,123783980,7839554,38739678,93262089
,123783981,7839873,38739679,93262881
,123783982,7839918,38739680,93262882
,123783983,7839919,38740383,93262883
,123785149,7839920,38740384,93262884
,123785668,7839982,38740385,93262958
,123785669,7840015,38740696,93262970
,123785670,7840170,38740697,93263054
,123785671,7840171,38740698,93263055
,123785672,7840429,38740699,93263079
,123786383,7840638,38740700,93263083
,123787153,7840641,38740701,93263084
,123787154,7840750,38740733,93263085
,123787155,7840755,38740734,93263148
,123787156,7840799,38740774,93263149
,123787896,7840811,38740836,93263882
,123787897,7841058,38740936,93263883
,123790298,7841238,38740937,93263971
,123790299,7841239,38741138,93264023
,123792407,7841303,38741212,93264415
,123792408,7841326,38741213,93264416
,123796115,7841334,38741291,93264417
,123796896,7841414,38741676,93265330
,123799959,7841415,38742042,93265583
,123799960,7841471,38742043,93265684
,123801519,7841676,38742044,93265685
,123801520,7841882,38742299,93265686
,123809644,7841914,38742300,93266085
,123809645,7842013,38742301,93266323
,123809725,7842014,38742302,93266324
,123809726,7842072,38742303,93266481
,123809727,7842073,38742304,93267546
,123809728,7842074,38742370,93267547
,123810300,7842165,38742389,93267548
,123811632,7842166,38742390,93267549
,123811633,7842167,38742391,93267671
,123812499,7842202,38742512,93267719
,123812500,7842491,38742513,93267765
,123812501,7842566,38742547,93267766
,123812772,7842709,38742548,93267767
